cell_index,orginal_cell_index,cell_type,coordinates,neighbors,velocity,midpoint,area,oil_amount,scaled_normals
803,981,Sim_Triangle,"[(np.float64(0.6491737822209398), np.float64(0.5453579259607466)), (np.float64(0.630039215927991), np.float64(0.5402664339548159)), (np.float64(0.6440790617847283), np.float64(0.5261838375578718))]","[{877: [np.int64(1368), np.int64(1231)]}, {879: [np.int64(1368), np.int64(853)]}, {1596: [np.int64(853), np.int64(1231)]}]",[ 0.40904993 -0.64109735],"[np.float64(0.6410973533112198), np.float64(0.5372693991578114)]",0.00017047406863912362,6.234418871880652e-37,"[{1596: array([-0.00509149,  0.01913457])}, {877: array([-0.0140826 , -0.01403985])}, {879: array([ 0.01917409, -0.00509472])}]"
804,982,Sim_Triangle,"[(np.float64(0.7476783420393677), np.float64(0.713882065728773)), (np.float64(0.7665404982240217), np.float64(0.7201127359178973)), (np.float64(0.7524205376880203), np.float64(0.7332237541310572))]","[{388: [np.int64(837), np.int64(1079)]}, {1027: [np.int64(1072), np.int64(837)]}, {3436: [np.int64(1072), np.int64(1079)]}]",[ 0.57129689 -0.75554646],"[np.float64(0.7555464593171366), np.float64(0.7224061852592425)]",0.00016763944522987093,1.9986190670218112e-89,"[{1027: array([ 0.00623067, -0.01886216])}, {388: array([0.01311102, 0.01411996])}, {3436: array([-0.01934169,  0.0047422 ])}]"
805,983,Sim_Triangle,"[(np.float64(0.9657199054442462), np.float64(0.6806047972571976)), (np.float64(0.9653741574864342), np.float64(0.6999866708678575)), (np.float64(0.9484736560600384), np.float64(0.6900772692169188))]","[{186: [np.int64(1265), np.int64(1266)]}, {1005: [np.int64(1264), np.int64(1265)]}, {3675: [np.int64(1264), np.int64(1266)]}]",[ 0.49825173 -0.95985591],"[np.float64(0.9598559063302398), np.float64(0.6902229124473246)]",0.00016549476899356584,1.4366026055857721e-80,"[{1005: array([0.01938187, 0.00034575])}, {186: array([-0.0099094,  0.0169005])}, {3675: array([-0.00947247, -0.01724625])}]"
806,984,Sim_Triangle,"[(np.float64(0.9826803127456101), np.float64(0.5100065022035547)), (np.float64(0.9832644236229484), np.float64(0.5300022374556131)), (np.float64(0.9630091206185828), np.float64(0.5216930069798617))]","[{1033: [np.int64(1296), np.int64(228)]}, {1223: [np.int64(1297), np.int64(228)]}, {3352: [np.int64(1296), np.int64(1297)]}]",[ 0.32530366 -0.97631795],"[np.float64(0.9763179523290471), np.float64(0.5205672488796765)]",0.00020008308221116064,3.1098860390535756e-60,"[{1033: array([ 0.01999574, -0.00058411])}, {3352: array([-0.00830923,  0.0202553 ])}, {1223: array([-0.0116865 , -0.01967119])}]"
807,985,Sim_Triangle,"[(np.float64(1.0), np.float64(0.4799999999987418)), (np.float64(0.9826353657483635), np.float64(0.4901045910718583)), (np.float64(0.9826555897461546), np.float64(0.4700266490185548))]","[{870: [np.int64(80), np.int64(1302)]}, {975: [np.int64(80), np.int64(1300)]}, {2039: [np.int64(1300), np.int64(1302)]}]",[ 0.28235768 -0.98843032],"[np.float64(0.9884303184981728), np.float64(0.48004374669638494)]",0.00017422088252681172,8.225857373548948e-56,"[{975: array([0.01010459, 0.01736463])}, {2039: array([-2.00779421e-02, -2.02239978e-05])}, {870: array([ 0.00997335, -0.01734441])}]"
808,986,Sim_Triangle,"[(np.float64(0.4918875063230654), np.float64(0.2888496869045877)), (np.float64(0.5110721197503448), np.float64(0.2940239522778503)), (np.float64(0.497026666503224), np.float64(0.30809191597071))]","[{890: [np.int64(1360), np.int64(1361)]}, {907: [np.int64(1360), np.int64(578)]}, {1442: [np.int64(1361), np.int64(578)]}]",[ 0.19698943 -0.49999543],"[np.float64(0.4999954308588781), np.float64(0.2969885183843826)]",0.00017128167377243627,1.4182143218752866e-12,"[{907: array([ 0.00517427, -0.01918461])}, {1442: array([0.01406796, 0.01404545])}, {890: array([-0.01924223,  0.00513916])}]"
809,987,Sim_Triangle,"[(np.float64(0.6901823742220681), np.float64(0.4316713065280282)), (np.float64(0.6952886264525545), np.float64(0.4508929104630234)), (np.float64(0.6760889528178278), np.float64(0.4456969254146282))]","[{859: [np.int64(318), np.int64(1295)]}, {1385: [np.int64(314), np.int64(318)]}, {1494: [np.int64(314), np.int64(1295)]}]",[ 0.30531638 -0.68718665],"[np.float64(0.6871866511641501), np.float64(0.44275371413522663)]",0.0001712582560224722,1.1134522750762904e-29,"[{1385: array([ 0.0192216 , -0.00510625])}, {859: array([-0.00519599,  0.01919967])}, {1494: array([-0.01402562, -0.01409342])}]"
810,988,Sim_Triangle,"[(np.float64(0.545139256835259), np.float64(0.08881697255526362)), (np.float64(0.5504139761453939), np.float64(0.1081444407929323)), (np.float64(0.5311596703337617), np.float64(0.1029691388230466))]","[{724: [np.int64(513), np.int64(1315)]}, {757: [np.int64(1315), np.int64(1615)]}, {2879: [np.int64(513), np.int64(1615)]}]",[-0.00847068 -0.54223763],"[np.float64(0.5422376344381381), np.float64(0.09997685072374751)]",0.00017241935938817307,5.6371078917699645e-06,"[{724: array([ 0.01932747, -0.00527472])}, {2879: array([-0.0051753 ,  0.01925431])}, {757: array([-0.01415217, -0.01397959])}]"
811,989,Sim_Triangle,"[(np.float64(0.7732960767437931), np.float64(0.5433871307496951)), (np.float64(0.7783908861639449), np.float64(0.562611236588261)), (np.float64(0.759196213053025), np.float64(0.5574066154671581))]","[{1240: [np.int64(360), np.int64(1383)]}, {1323: [np.int64(352), np.int64(1383)]}, {1419: [np.int64(352), np.int64(360)]}]",[ 0.40040945 -0.77029439],"[np.float64(0.770294391986921), np.float64(0.5544683276017047)]",0.00017124193735244106,5.71471266145953e-47,"[{1419: array([ 0.01922411, -0.00509481])}, {1240: array([-0.00520462,  0.01919467])}, {1323: array([-0.01401948, -0.01409986])}]"
812,990,Sim_Triangle,"[(np.float64(0.9674008347506082), np.float64(0.4396514923321895)), (np.float64(0.9655161090274555), np.float64(0.4597352485385329)), (np.float64(0.9478878391126728), np.float64(0.446839274154304))]","[{453: [np.int64(1304), np.int64(1305)]}, {807: [np.int64(1304), np.int64(1303)]}, {3491: [np.int64(1305), np.int64(1303)]}]",[ 0.25668835 -0.96026826],"[np.float64(0.9602682609635789), np.float64(0.4487420050083421)]",0.00018917362497759466,2.246974765413545e-49,"[{807: array([0.02008376, 0.00188473])}, {3491: array([-0.01289597,  0.01762827])}, {453: array([-0.00718778, -0.019513  ])}]"
813,991,Sim_Triangle,"[(np.float64(0.8771231940701615), np.float64(0.4640958366922319)), (np.float64(0.8963676222217273), np.float64(0.4693123025839309)), (np.float64(0.8822501889939713), np.float64(0.4833928659220388))]","[{1094: [np.int64(1474), np.int64(885)]}, {1340: [np.int64(692), np.int64(885)]}, {1694: [np.int64(1474), np.int64(692)]}]",[ 0.2952176 -0.885247 ],"[np.float64(0.8852470017619534), np.float64(0.4722670017327339)]",0.00017230774920235758,1.6185745685122315e-46,"[{1340: array([ 0.00521647, -0.01924443])}, {1694: array([0.01408056, 0.01411743])}, {1094: array([-0.01929703,  0.00512699])}]"
814,992,Sim_Triangle,"[(np.float64(0.8595180467085873), np.float64(0.2626935933346728)), (np.float64(0.8787935474388393), np.float64(0.2678987813369429)), (np.float64(0.8646513608363817), np.float64(0.2819960310251837))]","[{1134: [np.int64(1371), np.int64(1470)]}, {1317: [np.int64(1371), np.int64(606)]}, {1824: [np.int64(606), np.int64(1470)]}]",[ 0.09733194 -0.86765432],"[np.float64(0.867654318327936), np.float64(0.27086280189893314)]",0.00017267214334460384,2.1363376023787607e-24,"[{1317: array([ 0.00520519, -0.0192755 ])}, {1824: array([0.01409725, 0.01414219])}, {1134: array([-0.01930244,  0.00513331])}]"
815,993,Sim_Triangle,"[(np.float64(0.8626088708292716), np.float64(0.7460619308131924)), (np.float64(0.8434074559157004), np.float64(0.7408162707911123)), (np.float64(0.8574880401577258), np.float64(0.7268100941802103))]","[{563: [np.int64(857), np.int64(1262)]}, {1066: [np.int64(660), np.int64(1262)]}, {1097: [np.int64(857), np.int64(660)]}]",[ 0.56699581 -0.85450146],"[np.float64(0.8545014556342325), np.float64(0.7378960985948383)]",0.00017140018315230514,2.180696616555273e-87,"[{1097: array([-0.00524566,  0.01920141])}, {563: array([-0.01400618, -0.01408058])}, {1066: array([ 0.01925184, -0.00512083])}]"
816,994,Sim_Triangle,"[(np.float64(0.3327318362737063), np.float64(0.4240433558567465)), (np.float64(0.3466338525226425), np.float64(0.4101038889894906)), (np.float64(0.3517462723572357), np.float64(0.4292367211146415))]","[{1042: [np.int64(489), np.int64(1326)]}, {1064: [np.int64(1326), np.int64(455)]}, {1469: [np.int64(489), np.int64(455)]}]",[ 0.35238719 -0.34370399],"[np.float64(0.34370398705119487), np.float64(0.42112798865362616)]",0.00016862467499391566,7.676907733495758e-22,"[{1469: array([-0.01393947, -0.01390202])}, {1064: array([ 0.01913283, -0.00511242])}, {1042: array([-0.00519337,  0.01901444])}]"
817,995,Sim_Triangle,"[(np.float64(0.9160742238423754), np.float64(0.8142269965183693)), (np.float64(0.9342180527618855), np.float64(0.8197272537919376)), (np.float64(0.9210606366027726), np.float64(0.8334769867777704))]","[{851: [np.int64(930), np.int64(775)]}, {2015: [np.int64(819), np.int64(775)]}, {2290: [np.int64(930), np.int64(819)]}]",[ 0.63772022 -0.9237843 ],"[np.float64(0.9237843044023445), np.float64(0.8224770790293591)]",0.00016092098845721104,6.7922369387763876e-105,"[{2015: array([ 0.00550026, -0.01814383])}, {2290: array([0.01374973, 0.01315742])}, {851: array([-0.01924999,  0.00498641])}]"
818,996,Sim_Triangle,"[(np.float64(0.7387909899037691), np.float64(0.480503156909711)), (np.float64(0.743893017443151), np.float64(0.4997375638297833)), (np.float64(0.724686597112785), np.float64(0.4945278067648176))]","[{1052: [np.int64(1308), np.int64(334)]}, {1507: [np.int64(326), np.int64(334)]}, {1737: [np.int64(1308), np.int64(326)]}]",[ 0.34443147 -0.7357902 ],"[np.float64(0.7357902014865684), np.float64(0.49158950916810396)]",0.00017142189004663145,3.8923303326014475e-37,"[{1507: array([ 0.01923441, -0.00510203])}, {1052: array([-0.00520976,  0.01920642])}, {1737: array([-0.01402465, -0.01410439])}]"
819,997,Sim_Triangle,"[(np.float64(0.1624673837929141), np.float64(0.05584601631016865)), (np.float64(0.167423577057402), np.float64(0.07610164364523145)), (np.float64(0.1489248869652371), np.float64(0.07055143750617276))]","[{2234: [np.int64(832), np.int64(833)]}, {2442: [np.int64(1080), np.int64(833)]}, {3261: [np.int64(1080), np.int64(832)]}]",[ 0.03557864 -0.15960528],"[np.float64(0.1596052826051844), np.float64(0.06749969915385762)]",0.0001735973392053943,3.2417707459788775e-13,"[{2234: array([ 0.02025563, -0.00495619])}, {3261: array([-0.00555021,  0.01849869])}, {2442: array([-0.01470542, -0.0135425 ])}]"
820,998,Sim_Triangle,"[(np.float64(0.5200993727419673), np.float64(0.5281275138495802)), (np.float64(0.5340755010400523), np.float64(0.5140558532169065)), (np.float64(0.5391918514087395), np.float64(0.5332982332888754))]","[{534: [np.int64(1569), np.int64(1333)]}, {732: [np.int64(848), np.int64(1569)]}, {1431: [np.int64(848), np.int64(1333)]}]",[ 0.41893609 -0.53112224],"[np.float64(0.531122241730253), np.float64(0.5251605334517874)]",0.0001704647593561865,1.8349332508819083e-27,"[{1431: array([-0.01407166, -0.01397613])}, {732: array([ 0.01924238, -0.00511635])}, {534: array([-0.00517072,  0.01909248])}]"
821,999,Sim_Triangle,"[(np.float64(0.1429116793441761), np.float64(0.05196145000025228)), (np.float64(0.1489248869652371), np.float64(0.07055143750617276)), (np.float64(0.1273502572046871), np.float64(0.06659448596850125))]","[{2283: [np.int64(1081), np.int64(1134)]}, {2442: [np.int64(1080), np.int64(1081)]}, {3506: [np.int64(1080), np.int64(1134)]}]",[ 0.03509    -0.13972894],"[np.float64(0.13972894117136678), np.float64(0.06303579115830876)]",0.00018863906327549465,5.088200533542504e-14,"[{2442: array([ 0.01858999, -0.00601321])}, {3506: array([-0.00395695,  0.02157463])}, {2283: array([-0.01463304, -0.01556142])}]"
822,1000,Sim_Triangle,"[(np.float64(0.6581408553920365), np.float64(0.5121647979294476)), (np.float64(0.6632359720976997), np.float64(0.5313522310477845)), (np.float64(0.6440790617847283), np.float64(0.5261838375578718))]","[{879: [np.int64(1368), np.int64(742)]}, {1313: [np.int64(654), np.int64(742)]}, {1422: [np.int64(1368), np.int64(654)]}]",[ 0.39220323 -0.65515196],"[np.float64(0.6551519630914882), np.float64(0.523233622178368)]",0.00017061918368611122,6.377439909960616e-36,"[{1313: array([ 0.01918743, -0.00509512])}, {879: array([-0.00516839,  0.01915691])}, {1422: array([-0.01401904, -0.01406179])}]"
823,1001,Sim_Triangle,"[(np.float64(1.0), np.float64(0.8199999999995261)), (np.float64(1.0), np.float64(0.8399999999995788)), (np.float64(0.9826794919242656), np.float64(0.8299999999995525))]","[{91: [np.int64(97), np.int64(98)]}, {813: [np.int64(98), np.int64(219)]}, {3379: [np.int64(97), np.int64(219)]}]",[ 0.6311547 -0.9942265],"[np.float64(0.9942264973080887), np.float64(0.8299999999995524)]",0.00017320508075779965,4.7779589411343135e-102,"[{91: array([ 0.02, -0.  ])}, {813: array([-0.01      ,  0.01732051])}, {3379: array([-0.01      , -0.01732051])}]"
824,1002,Sim_Triangle,"[(np.float64(0.5571119498176234), np.float64(0.4669171856553117)), (np.float64(0.5622019471667687), np.float64(0.4860814635114238)), (np.float64(0.5430493032106212), np.float64(0.4809044125522141))]","[{967: [np.int64(881), np.int64(1481)]}, {1404: [np.int64(881), np.int64(426)]}, {1734: [np.int64(1481), np.int64(426)]}]",[ 0.36714347 -0.55412107],"[np.float64(0.554121066731671), np.float64(0.4779676872396499)]",0.00017034770739801498,4.016553705557099e-24,"[{1404: array([ 0.01916428, -0.00509   ])}, {967: array([-0.00517705,  0.01915264])}, {1734: array([-0.01398723, -0.01406265])}]"
825,1003,Sim_Triangle,"[(np.float64(0.3950561486209228), np.float64(0.4587060429825869)), (np.float64(0.4090895583178838), np.float64(0.4447286900325128)), (np.float64(0.4141827377012143), np.float64(0.4638753997374314))]","[{1080: [np.int64(1400), np.int64(447)]}, {1280: [np.int64(1400), np.int64(441)]}, {1371: [np.int64(441), np.int64(447)]}]",[ 0.37454815 -0.40610948],"[np.float64(0.40610948154667365), np.float64(0.45577004425084366)]",0.00016994139375837628,8.582813089303833e-23,"[{1371: array([-0.01397735, -0.01403341])}, {1280: array([ 0.01914671, -0.00509318])}, {1080: array([-0.00516936,  0.01912659])}]"
826,1004,Sim_Triangle,"[(np.float64(0.8320703162902241), np.float64(0.6307128153888586)), (np.float64(0.8371605887595458), np.float64(0.6499446285081213)), (np.float64(0.8179682260925569), np.float64(0.644732571307877))]","[{1014: [np.int64(404), np.int64(717)]}, {1145: [np.int64(387), np.int64(404)]}, {1278: [np.int64(387), np.int64(717)]}]",[ 0.4759834  -0.82906638],"[np.float64(0.8290663770474422), np.float64(0.6417966717349523)]",0.00017128657042685531,9.554495910425178e-70,"[{1145: array([ 0.01923181, -0.00509027])}, {1014: array([-0.00521206,  0.01919236])}, {1278: array([-0.01401976, -0.01410209])}]"
827,1005,Sim_Triangle,"[(np.float64(0.9657199054442462), np.float64(0.6806047972571976)), (np.float64(0.9826842193066687), np.float64(0.6900496765493906)), (np.float64(0.9653741574864342), np.float64(0.6999866708678575))]","[{886: [np.int64(1264), np.int64(1263)]}, {960: [np.int64(1265), np.int64(1263)]}, {983: [np.int64(1264), np.int64(1265)]}]",[ 0.49596183 -0.97125943],"[np.float64(0.9712594274124497), np.float64(0.690213714891482)]",0.00016603286745004768,2.1695351447026402e-80,"[{886: array([ 0.00944488, -0.01696431])}, {960: array([0.00993699, 0.01731006])}, {983: array([-0.01938187, -0.00034575])}]"
828,1006,Sim_Triangle,"[(np.float64(0.8720102387741585), np.float64(0.4448138958478774)), (np.float64(0.8771231940701615), np.float64(0.4640958366922319)), (np.float64(0.857878251047002), np.float64(0.4589028165268949))]","[{862: [np.int64(885), np.int64(1310)]}, {1039: [np.int64(885), np.int64(1309)]}, {3132: [np.int64(1309), np.int64(1310)]}]",[ 0.28213674 -0.86900389],"[np.float64(0.8690038946304407), np.float64(0.45593751635566804)]",0.00017226408648446227,7.62578480618014e-42,"[{1039: array([ 0.01928194, -0.00511296])}, {862: array([-0.00519302,  0.01924494])}, {3132: array([-0.01408892, -0.01413199])}]"
829,1007,Sim_Triangle,"[(np.float64(0.09999999999981463), np.float64(0.0)), (np.float64(0.1199999999997832), np.float64(0.0)), (np.float64(0.1099430441720717), np.float64(0.01634704616152619))]","[{5: [np.int64(12), np.int64(13)]}, {745: [np.int64(13), np.int64(1205)]}, {835: [np.int64(12), np.int64(1205)]}]",[-0.01654719 -0.10998101],"[np.float64(0.10998101472388984), np.float64(0.0054490153871753965)]",0.000163470461615005,4.541654035581684e-11,"[{5: array([ 0.  , -0.02])}, {745: array([0.01634705, 0.01005696])}, {835: array([-0.01634705,  0.00994304])}]"
830,1008,Sim_Triangle,"[(np.float64(0.6223727282209746), np.float64(0.3776432564393681)), (np.float64(0.6031835858664067), np.float64(0.3724677601159914)), (np.float64(0.6172864978152357), np.float64(0.3584531532308927))]","[{951: [np.int64(370), np.int64(1375)]}, {1615: [np.int64(370), np.int64(871)]}, {3142: [np.int64(1375), np.int64(871)]}]",[ 0.2466652  -0.61428094],"[np.float64(0.6142809373008723), np.float64(0.3695213899287508)]",0.0001709589277507671,8.784401523674569e-18,"[{1615: array([-0.0051755 ,  0.01918914])}, {3142: array([-0.01401461, -0.01410291])}, {951: array([ 0.0191901 , -0.00508623])}]"
831,1009,Sim_Triangle,"[(np.float64(0.2827904358139366), np.float64(0.4998332519692195)), (np.float64(0.2634875573270382), np.float64(0.4947484515066412)), (np.float64(0.2775459916101718), np.float64(0.4807668807972452))]","[{1017: [np.int64(1396), np.int64(1399)]}, {1661: [np.int64(1396), np.int64(1398)]}, {2919: [np.int64(1398), np.int64(1399)]}]",[ 0.43686126 -0.27460799],"[np.float64(0.27460799491704885), np.float64(0.49178286142436867)]",0.00017068444680272632,2.5801253804411698e-33,"[{1661: array([-0.0050848 ,  0.01930288])}, {2919: array([-0.01398157, -0.01405843])}, {1017: array([ 0.01906637, -0.00524444])}]"
832,1010,Sim_Triangle,"[(np.float64(0.5878473789645973), np.float64(0.3148604039712558)), (np.float64(0.601924313217083), np.float64(0.3007477871366649)), (np.float64(0.6070391590960924), np.float64(0.3199835519762402))]","[{915: [np.int64(1341), np.int64(870)]}, {1077: [np.int64(290), np.int64(1341)]}, {1642: [np.int64(290), np.int64(870)]}]",[ 0.19207652 -0.59893695],"[np.float64(0.5989369504259242), np.float64(0.311863914361387)]",0.00017148222850071199,1.7010827255541864e-14,"[{1642: array([-0.01411262, -0.01407693])}, {1077: array([ 0.01923576, -0.00511485])}, {915: array([-0.00512315,  0.01919178])}]"
